"unaligned","aligned_unmapped","mapped_to_exon","mapped_to_intron","ambiguous_mapping","mapped_to_ERCC","mapped_to_MT","number_of_genes","total_count_per_cell","non_ERCC_percent","non_mt_percent","non_ribo_percent","outliers","cell_name","p_column","p_row","mix","H2228_prop","H1975_prop","HCC827_prop","mRNA_amount"
"A7",25687,2355,55428,5382,1372,218,15444,5896,21493,0.995114688040239,0.801284138649195,0.919694356444258,"FALSE","A7","A",7,1,0.33,0.33,0.33,7.5
"A8",26813,2365,56412,5627,1350,228,16568,6111,22881,0.995061404224002,0.796949433679931,0.924609534281922,"FALSE","A8","A",8,1,0.33,0.33,0.33,7.5
"A9",21722,1898,46657,4671,1008,228,12838,5796,20219,0.99406498788562,0.796280725655927,0.924624895086357,"FALSE","A9","A",9,1,0.33,0.33,0.33,7.5
"B1",12267,1078,25995,2354,711,218,6614,4220,12172,0.991866578218973,0.784587577403395,0.922608509194455,"FALSE","B1","B",1,1,0.33,0.33,0.33,3.75
"B10",18557,1835,41693,3775,1117,253,10603,5629,18896,0.993331921574232,0.789320490691511,0.923687064094484,"FALSE","B10","B",10,1,0.33,0.33,0.33,7.5
"B11",48220,4585,113723,10131,3039,209,25239,8231,42574,0.997745102410451,0.808075350963481,0.918940921938056,"FALSE","B11","B",11,1,0.33,0.33,0.33,15
"B12",41762,4098,99197,8955,2225,193,23674,7959,38940,0.997611710067383,0.80529018982915,0.922778396821161,"FALSE","B12","B",12,1,0.33,0.33,0.33,15
"B13",49835,4770,115467,10680,2855,168,27877,8262,42497,0.997835141069291,0.805680400779895,0.917029221585236,"FALSE","B13","B",13,1,0.33,0.33,0.33,15
"B14",46092,4095,112408,9722,2705,199,29786,8060,41336,0.997459841059256,0.813165279462656,0.919779146560106,"FALSE","B14","B",14,1,0.33,0.33,0.33,15
"B16",49667,4279,107101,9663,2450,153,39439,7642,36597,0.997622755691007,0.800065578927217,0.922862277546718,"FALSE","B16","B",16,1,0.33,0.33,0.33,15
"B17",57915,5195,133747,12581,3272,254,40712,8342,44781,0.997119313772109,0.804827940241435,0.923114507689755,"FALSE","B17","B",17,1,0.33,0.33,0.33,15
"B18",89963,8861,216629,20948,5347,229,52239,10382,76994,0.99848040094053,0.811089175674586,0.923422484424438,"FALSE","B18","B",18,1,0.33,0.33,0.33,30
"B19",87787,8477,209714,19895,5401,234,46274,10435,77774,0.998444210018972,0.81705968565111,0.925231963736986,"FALSE","B19","B",19,1,0.33,0.33,0.33,30
"B2",11682,1071,24319,2512,626,182,6466,3861,10701,0.991776468562026,0.791047564908843,0.927015300424913,"FALSE","B2","B",2,1,0.33,0.33,0.33,3.75
"B20",79477,7987,189354,19618,4735,203,46167,9898,66717,0.998321267293445,0.815549260186227,0.925116398351785,"FALSE","B20","B",20,1,0.33,0.33,0.33,30
"B21",87331,7926,194972,18327,4813,264,45292,9885,68060,0.998192770937674,0.811357625505237,0.921319288668926,"FALSE","B21","B",21,1,0.33,0.33,0.33,30
"B22",87948,8514,207895,19217,5480,199,53277,10125,72198,0.998614919942572,0.810881187732225,0.921936768063275,"FALSE","B22","B",22,1,0.33,0.33,0.33,30
"B24",122771,10946,269384,22159,6849,298,64858,10977,92520,0.998400345763251,0.805436662256222,0.91769337249315,"FALSE","B24","B",24,1,0.33,0.33,0.33,30
"B3",17147,1263,29558,2721,667,221,7341,4931,15335,0.992109552662465,0.783697423681971,0.926898645648095,"FALSE","B3","B",3,1,0.33,0.33,0.33,3.75
"B4",24414,2259,56774,4842,1304,251,12232,6161,22694,0.994624129287643,0.79955054164116,0.919053089339434,"FALSE","B4","B",4,1,0.33,0.33,0.33,7.5
"B5",23733,2159,54057,4795,1245,217,13887,6067,22246,0.994605771377054,0.796233030299275,0.922996977885023,"FALSE","B5","B",5,1,0.33,0.33,0.33,7.5
"B7",19849,1916,43148,4261,982,152,11219,6116,21712,0.995532424007216,0.796978628962335,0.927919616838791,"FALSE","B7","B",7,1,0.33,0.33,0.33,7.5
"B8",25394,2351,54915,5026,1484,236,13493,5927,21526,0.994518256529537,0.798058161851687,0.91795925022798,"FALSE","B8","B",8,1,0.33,0.33,0.33,7.5
"B9",20520,1803,47546,4497,1172,177,12808,5526,18854,0.995279515755129,0.79956507860424,0.924153535507831,"FALSE","B9","B",9,1,0.33,0.33,0.33,7.5
"C1",16873,1473,36205,3473,919,272,9372,4909,15369,0.991736612016568,0.798490467305296,0.924457723692027,"FALSE","C1","C",1,2,0.33,0.33,0.33,3.75
"C10",36970,2995,78597,7513,2042,243,22264,6900,29412,0.99598803175711,0.804297565346016,0.92214030934982,"FALSE","C10","C",10,2,0.33,0.33,0.33,7.5
"C11",68054,6323,149609,15599,3742,351,36914,9117,53138,0.996744325906744,0.809307839811565,0.922334125798087,"FALSE","C11","C",11,2,0.33,0.33,0.33,15
"C12",62805,5975,147446,14451,3659,296,33533,9198,53988,0.997184559347043,0.811717418535282,0.921093405739534,"FALSE","C12","C",12,2,0.33,0.33,0.33,15
"C13",43027,3815,95916,8904,2447,224,26976,7621,35601,0.99713491166059,0.809022218249762,0.921574977788551,"FALSE","C13","C",13,2,0.33,0.33,0.33,15
"C14",57714,4744,126042,12299,2993,254,38340,8435,44594,0.99692783760216,0.80773198169984,0.923913323784966,"FALSE","C14","C",14,2,0.33,0.33,0.33,15
"C15",57677,5570,135020,13183,3250,267,29464,8841,49645,0.997240406688037,0.809265786925317,0.920575904808963,"FALSE","C15","C",15,2,0.33,0.33,0.33,15
"C16",47329,4349,101117,9998,2540,191,26735,7904,38254,0.9975688814248,0.803288544778771,0.920870779298693,"FALSE","C16","C",16,2,0.33,0.33,0.33,15
"C17",52018,5027,117827,11911,2977,242,28333,8509,45386,0.997356012647654,0.809258361431001,0.923500435486618,"FALSE","C17","C",17,2,0.33,0.33,0.33,15
"C18",116279,10950,271350,26516,6801,236,67220,11017,92625,0.998531713792331,0.811789473596568,0.923141600740448,"FALSE","C18","C",18,2,0.33,0.33,0.33,30
"C19",106172,10332,242446,23381,6068,229,58987,10678,83343,0.998608161333452,0.81112990883324,0.920605099335865,"FALSE","C19","C",19,2,0.33,0.33,0.33,30
"C2",14176,1391,30784,2707,723,234,7534,4298,12680,0.990851734234344,0.791798106631074,0.91774375572259,"FALSE","C2","C",2,2,0.33,0.33,0.33,3.75
"C21",116693,11185,277385,26700,6745,260,70848,10988,91640,0.998581405390814,0.813051069313286,0.921529799047381,"FALSE","C21","C",21,2,0.33,0.33,0.33,30
"C22",120168,11073,274319,27094,6652,243,62301,11167,94614,0.998784534952672,0.814720865747699,0.922400392922782,"FALSE","C22","C",22,2,0.33,0.33,0.33,30
"C23",129225,12782,320570,31600,7877,350,69820,11841,113981,0.99840324255811,0.819882261006669,0.928286211887401,"FALSE","C23","C",23,2,0.33,0.33,0.33,30
"C24",139870,13355,343620,32903,8916,196,83036,11661,112198,0.999046328722522,0.811993083583309,0.923536879130031,"FALSE","C24","C",24,2,0.33,0.33,0.33,30
"C3",19867,1810,41368,3929,1009,343,11085,5556,18959,0.991455245006881,0.786644864820589,0.926314190456147,"FALSE","C3","C",3,2,0.33,0.33,0.33,3.75
"C4",23523,2211,51916,5200,1329,249,12024,5921,21363,0.994476430747331,0.800917473762619,0.918924814433921,"FALSE","C4","C",4,2,0.33,0.33,0.33,7.5
"C5",35608,2519,61553,5622,1543,276,15458,6600,26252,0.994895626620869,0.798186804510823,0.921986545030266,"FALSE","C5","C",5,2,0.33,0.33,0.33,7.5
"C6",34449,3103,75283,7538,1764,360,17379,6946,29164,0.994170895283853,0.807982443832128,0.920072376878214,"FALSE","C6","C",6,2,0.33,0.33,0.33,7.5
"C8",32469,3037,72299,7058,1890,439,16217,6898,28460,0.992375263179067,0.80354884019552,0.921152171063889,"FALSE","C8","C",8,2,0.33,0.33,0.33,7.5
"D1",15044,1553,37215,2500,883,238,7687,5076,16200,0.992592591979881,0.781913579764251,0.915369805327281,"FALSE","D1","D",1,2,0.33,0.33,0.33,3.75
"D10",23457,2325,57349,4920,1509,260,12681,6338,23917,0.994271856422515,0.796588200528248,0.921143571040026,"FALSE","D10","D",10,2,0.33,0.33,0.33,7.5
"D11",43711,4304,104363,9008,2694,190,25419,8087,41099,0.997518187547746,0.799776150076699,0.918732592342249,"FALSE","D11","D",11,2,0.33,0.33,0.33,15
"D12",60575,6036,147911,11838,3897,248,31750,9192,54675,0.99776863264787,0.806822130625181,0.917347797467252,"FALSE","D12","D",12,2,0.33,0.33,0.33,15
"D14",42033,4132,100472,8537,2330,258,25724,7647,36702,0.996784916081743,0.803907143805812,0.918505553238092,"FALSE","D14","D",14,2,0.33,0.33,0.33,15
"D15",43078,4137,103694,9034,2465,243,28448,8055,40377,0.996582212398994,0.804344057061113,0.920201867349762,"FALSE","D15","D",15,2,0.33,0.33,0.33,15
"D16",55018,4977,121274,11032,3005,204,35259,8393,44000,0.997704545227794,0.80818181799814,0.921817972314097,"FALSE","D16","D",16,2,0.33,0.33,0.33,15
"D17",52876,5122,124705,11230,2982,215,32569,8325,44369,0.997656020870956,0.807478194052722,0.921386346010425,"FALSE","D17","D",17,2,0.33,0.33,0.33,15
"D18",99121,9754,243463,21927,6296,207,54271,10784,86023,0.99869802250576,0.813189495737978,0.92048627454445,"FALSE","D18","D",18,2,0.33,0.33,0.33,30
"D19",91819,8960,218730,19772,5449,181,56042,10227,73643,0.998750729736872,0.812012003746179,0.920440378523366,"FALSE","D19","D",19,2,0.33,0.33,0.33,30
"D2",14991,1495,37552,2705,924,227,8340,5057,15984,0.992617616996611,0.790227727233341,0.915602530278697,"FALSE","D2","D",2,2,0.33,0.33,0.33,3.75
"D20",128581,11830,303340,26888,7178,210,79003,11187,99578,0.998935507742781,0.811404125327743,0.921860157679391,"FALSE","D20","D",20,2,0.33,0.33,0.33,30
"D21",123447,11398,300645,27132,7159,364,87072,11183,97188,0.998178787401924,0.813989381321358,0.924352705647538,"FALSE","D21","D",21,2,0.33,0.33,0.33,30
"D22",96208,8606,222648,21290,5442,170,63725,10492,79110,0.998811780938085,0.81154089232568,0.920970683735219,"FALSE","D22","D",22,2,0.33,0.33,0.33,30
"D24",102445,10020,251888,22318,5876,255,68837,10584,81859,0.998534064550198,0.807925823573715,0.921144782962804,"FALSE","D24","D",24,2,0.33,0.33,0.33,30
"D3",13222,1271,28109,2243,648,203,6646,4270,12375,0.992161615359869,0.787959595322861,0.918867944349136,"FALSE","D3","D",3,2,0.33,0.33,0.33,3.75
"D4",25669,2554,65581,4454,1832,256,14045,6503,25692,0.995368207615068,0.797835901915835,0.913513578735179,"FALSE","D4","D",4,2,0.33,0.33,0.33,7.5
"D5",24411,2357,60866,4780,1632,233,13466,6481,24891,0.9957012570826,0.799686633401757,0.914426533917266,"FALSE","D5","D",5,2,0.33,0.33,0.33,7.5
"D6",34149,3031,74331,5808,1835,210,19365,7323,32253,0.996124391220623,0.797507208384489,0.922580559147813,"FALSE","D6","D",6,2,0.33,0.33,0.33,7.5
"D7",26759,2618,65390,5260,1815,185,13837,6533,25877,0.996328785795753,0.798392394482207,0.920469559659327,"FALSE","D7","D",7,2,0.33,0.33,0.33,7.5
"D8",26096,2577,63778,5105,1482,289,13909,6526,26053,0.994165738688763,0.797988715004802,0.91785939513323,"FALSE","D8","D",8,2,0.33,0.33,0.33,7.5
"D9",29496,2806,69836,5747,1849,292,15238,6762,27873,0.995192479820905,0.79998564890755,0.917805432567204,"FALSE","D9","D",9,2,0.33,0.33,0.33,7.5
"E1",10958,921,23229,2439,538,124,7514,3697,10450,0.993014353116733,0.775885166721641,0.926219209359608,"FALSE","E1","E",1,3,1,0,0,3.75
"E10",21609,2515,54610,5796,1158,255,18342,5307,20250,0.993679011854973,0.785481481093589,0.921678557195774,"FALSE","E10","E",10,3,1,0,0,7.5
"E11",41048,4868,104232,10673,2280,208,35402,7285,36924,0.997129238165657,0.787428230747636,0.920891311642479,"FALSE","E11","E",11,3,1,0,0,15
"E12",52633,5971,134111,13826,3246,301,38283,8473,49844,0.996970547910085,0.796645533906459,0.922638447428287,"FALSE","E12","E",12,3,1,0,0,15
"E13",56309,6414,144511,14144,3166,267,47649,8104,47394,0.997151537958992,0.791049499769792,0.916297228278426,"FALSE","E13","E",13,3,1,0,0,15
"E14",51962,5884,128009,13368,2826,232,40423,7909,43779,0.997441695562383,0.790881472671628,0.91996141529925,"FALSE","E14","E",14,3,1,0,0,15
"E15",50937,5165,119243,12574,2594,201,42876,7570,40559,0.997139968688296,0.794201040263764,0.923444630428603,"FALSE","E15","E",15,3,1,0,0,15
"E16",51386,5315,125686,12650,2788,252,45601,7676,41790,0.997104570232806,0.792390523859203,0.921583890503974,"FALSE","E16","E",16,3,1,0,0,15
"E17",49618,5408,125210,12901,2809,312,45536,7533,40687,0.99692776538036,0.790571926956873,0.921006483396052,"FALSE","E17","E",17,3,1,0,0,15
"E18",102169,11695,260253,28271,6133,234,77117,10294,86938,0.998504681382306,0.802387908532243,0.924336777434864,"FALSE","E18","E",18,3,1,0,0,30
"E19",102478,11768,260800,27635,5866,234,74416,10211,85136,0.998684457691378,0.804125164348322,0.92098513895589,"FALSE","E19","E",19,3,1,0,0,30
"E2",17453,1857,39538,4327,1081,396,11087,4774,16183,0.988753629741857,0.782117035912923,0.913983245391308,"FALSE","E2","E",2,3,1,0,0,3.75
"E20",29643,3099,65178,7341,1492,55,22762,6804,30696,0.998924941035013,0.787170966644784,0.928329121602449,"FALSE","E20","E",20,3,1,0,0,30
"E22",100880,10807,251372,25667,5771,282,77078,10079,81715,0.998225539864379,0.795655632283466,0.921152674398498,"FALSE","E22","E",22,3,1,0,0,30
"E23",89620,10288,231009,22750,5352,266,67355,9833,76330,0.998270666710563,0.799266343403738,0.920581564184257,"FALSE","E23","E",23,3,1,0,0,30
"E24",102502,11435,271858,25422,6224,311,87275,10022,84697,0.9981935604569,0.794727085871433,0.919548399642443,"FALSE","E24","E",24,3,1,0,0,30
"E4",26135,2625,61794,5937,1295,213,23019,6057,24293,0.995307289756182,0.784711645006911,0.921540805359237,"FALSE","E4","E",4,3,1,0,0,7.5
"E5",29045,3095,72440,7563,1675,333,22462,6363,27262,0.994167705599674,0.786185899498868,0.921428757454054,"FALSE","E5","E",5,3,1,0,0,7.5
"E6",36531,3574,84335,9002,1844,342,28616,6675,30158,0.994462497183347,0.787718018175039,0.921678850826033,"FALSE","E6","E",6,3,1,0,0,7.5
"E7",35418,3307,81900,8491,1761,293,29773,6525,28960,0.994958563192349,0.787741712435172,0.924240012348062,"FALSE","E7","E",7,3,1,0,0,7.5
"E8",33699,3370,79232,7871,1828,265,23312,6564,29351,0.995604919425026,0.792102483461517,0.920309045583099,"FALSE","E8","E",8,3,1,0,0,7.5
"E9",25417,2835,63486,6720,1466,230,20487,6048,24670,0.994973651805848,0.789541953469987,0.919780737827022,"FALSE","E9","E",9,3,1,0,0,7.5
"F1",13101,1363,30779,2179,810,210,8379,4325,13285,0.991268347014476,0.769288670854883,0.917123886244722,"FALSE","F1","F",1,3,1,0,0,3.75
"F10",34549,3757,79880,7981,2006,349,24669,7167,27788,0.994637972867915,0.807003022597163,0.92737839089593,"FALSE","F10","F",10,3,1,0,0,7.5
"F11",46529,5206,118848,10119,2626,213,36564,8006,44435,0.99745695937944,0.791380668213935,0.915966936881527,"FALSE","F11","F",11,3,1,0,0,15
"F12",56431,5525,143198,12311,3269,194,51028,7953,39456,0.997490875659598,0.800486617801985,0.925663796212541,"FALSE","F12","F",12,3,1,0,0,15
"F13",43604,4642,116799,9726,2553,133,39127,7530,39942,0.99827249486799,0.790320965201962,0.917254790131994,"FALSE","F13","F",13,3,1,0,0,15
"F14",38427,3840,90555,8253,2096,149,27019,7135,30264,0.997554850318016,0.800522072164776,0.923407043547765,"FALSE","F14","F",14,3,1,0,0,15
"F16",34606,3718,99004,7630,2003,177,41759,6714,26964,0.996995994289795,0.803478712059235,0.923045199879395,"FALSE","F16","F",16,3,1,0,0,15
"F17",48341,5610,123342,11188,2849,233,37038,7731,42408,0.997311827721818,0.789662327676461,0.91428482496585,"FALSE","F17","F",17,3,1,0,0,15
"F18",95817,10648,251712,22897,5934,227,71750,10032,69913,0.99839800881118,0.803369902478313,0.926780294540315,"FALSE","F18","F",18,3,1,0,0,30
"F19",80964,8967,205622,18972,4665,158,59861,9600,70886,0.998716248483662,0.797237818356624,0.91994174873152,"FALSE","F19","F",19,3,1,0,0,30
"F2",13381,1396,30738,2275,710,193,8122,4318,13314,0.992939761910065,0.775199038023735,0.910169062513848,"FALSE","F2","F",2,3,1,0,0,3.75
"F20",79125,8741,199192,18924,4909,257,58075,9390,56942,0.998015524393591,0.807734185520752,0.925959585901516,"FALSE","F20","F",20,3,1,0,0,30
"F21",89599,10190,232033,21719,5075,189,76039,9801,76365,0.998651214430871,0.797904799214574,0.920002498526485,"FALSE","F21","F",21,3,1,0,0,30
"F22",58468,5978,153147,14792,3256,132,56764,8172,41917,0.998520886275611,0.799055275711751,0.925900964787326,"FALSE","F22","F",22,3,1,0,0,30
"F23",88064,10007,233794,22535,5160,216,75190,9684,73716,0.998562048809137,0.79857832752746,0.920383509633796,"FALSE","F23","F",23,3,1,0,0,30
"F24",67934,7819,176308,16605,4305,228,54840,8828,56347,0.998189788099066,0.787868031876077,0.921592822760249,"FALSE","F24","F",24,3,1,0,0,30
"F3",17356,1403,32726,2453,759,278,9482,4125,13029,0.990175761002244,0.774272775520552,0.911350900797528,"FALSE","F3","F",3,3,1,0,0,3.75
"F4",21482,2104,47621,3668,1258,245,12919,5359,17847,0.993388243966275,0.793690815938986,0.916792224579916,"FALSE","F4","F",4,3,1,0,0,7.5
"F5",25894,2847,64215,4893,1580,247,17578,6234,26395,0.994999052473954,0.784163667064155,0.91574127079323,"FALSE","F5","F",5,3,1,0,0,7.5
"F6",21416,1907,45904,3484,1273,155,13955,4965,15835,0.995263655828694,0.784717397673055,0.917081833229029,"FALSE","F6","F",6,3,1,0,0,7.5
"F7",23585,2531,56985,4434,1440,244,15507,6043,23435,0.994666097292654,0.788862811696666,0.916022651579837,"FALSE","F7","F",7,3,1,0,0,7.5
"F8",18225,2322,48557,3638,1339,35,15394,4984,16756,0.998687036883094,0.785270947251569,0.917103773511713,"FALSE","F8","F",8,3,1,0,0,7.5
"F9",29067,3176,68488,5647,1661,240,19090,6311,26644,0.994933192840815,0.782014712212125,0.916904024581885,"FALSE","F9","F",9,3,1,0,0,7.5
"G1",10888,1185,21934,2586,671,189,5437,3947,10514,0.990964427438687,0.778390716398715,0.921151872596659,"FALSE","G1","G",1,4,0,1,0,3.75
"G11",27198,3105,55959,7325,1517,158,14366,6543,24446,0.996563854619748,0.79158144449334,0.925672533063678,"FALSE","G11","G",11,4,0,1,0,15
"G12",36858,3985,74620,9884,1790,170,18390,7256,30619,0.996962669911832,0.797348051602813,0.922988692318922,"FALSE","G12","G",12,4,0,1,0,15
"G13",34447,3666,66691,8443,1848,163,16317,7000,27014,0.996964536537734,0.796475901089629,0.920559369008896,"FALSE","G13","G",13,4,0,1,0,15
"G14",40775,4515,80173,9817,2151,212,23678,7148,29927,0.996558291510489,0.800614829150728,0.919303331672626,"FALSE","G14","G",14,4,0,1,0,15
"G15",41835,3960,69460,9013,1843,274,17210,6997,28089,0.995229448896283,0.798248424366033,0.923136842487507,"FALSE","G15","G",15,4,0,1,0,15
"G16",51467,5479,96904,12633,2668,245,23229,8171,38752,0.996361477860146,0.802926300370839,0.922042495344112,"FALSE","G16","G",16,4,0,1,0,15
"G17",32844,3586,65331,8305,1684,179,15852,6704,26052,0.997121141947981,0.796599109167588,0.924535189415327,"FALSE","G17","G",17,4,0,1,0,15
"G18",81706,9109,174497,21374,4524,261,46017,9711,62940,0.998141086590699,0.805290752970243,0.921734839254077,"FALSE","G18","G",18,4,0,1,0,30
"G19",59709,7015,122231,15385,3254,366,29978,8792,48152,0.995991858905966,0.80110898803765,0.921415326172262,"FALSE","G19","G",19,4,0,1,0,30
"G2",12562,1225,25761,2789,667,215,6965,4490,12781,0.990767544800276,0.783585008384645,0.928017425852886,"FALSE","G2","G",2,4,0,1,0,3.75
"G20",81593,9426,173639,21487,4357,207,41017,9911,63963,0.998327157732075,0.809092756623502,0.919328217980986,"FALSE","G20","G",20,4,0,1,0,30
"G21",77595,8182,149449,18606,4230,190,35908,9386,55359,0.998121353167846,0.803536913455168,0.919272219644101,"FALSE","G21","G",21,4,0,1,0,30
"G22",76142,8477,143836,18761,3891,154,36119,9275,53845,0.998458538211819,0.805218683107955,0.920308121402522,"FALSE","G22","G",22,4,0,1,0,30
"G23",81151,9147,167424,21904,4381,236,41188,9613,60770,0.997975974823436,0.802929076715003,0.920503386456576,"FALSE","G23","G",23,4,0,1,0,30
"G24",96078,10676,204118,24438,5497,232,46487,10360,73967,0.998593967445132,0.805737693727508,0.922100271458857,"FALSE","G24","G",24,4,0,1,0,30
"G3",11099,1011,18603,2217,505,124,4826,3905,10223,0.992761419355609,0.775506210725319,0.927515477339844,"FALSE","G3","G",3,4,0,1,0,3.75
"G4",21191,2460,42947,4924,1203,175,10842,5418,18087,0.995079338201427,0.786587051038543,0.916569405335653,"FALSE","G4","G",4,4,0,1,0,7.5
"G5",23397,2550,47627,5525,1339,223,12524,5756,19791,0.994340861505563,0.791672982268873,0.920266322941578,"FALSE","G5","G",5,4,0,1,0,7.5
"G6",23630,2435,46519,5422,1269,222,11896,5936,20519,0.994200496615722,0.790876747994114,0.92221798225158,"FALSE","G6","G",6,4,0,1,0,7.5
"G7",16542,1775,32400,3804,860,129,8033,5287,16673,0.995501708753373,0.785221615315047,0.924248231123235,"FALSE","G7","G",7,4,0,1,0,7.5
"G8",20140,2142,37517,5246,1023,166,10206,5301,16921,0.99474026298993,0.783759824606253,0.925181180083222,"FALSE","G8","G",8,4,0,1,0,7.5
"G9",18528,2031,36483,4407,971,290,9525,5232,16700,0.991377244915343,0.79215568814841,0.922993459285354,"FALSE","G9","G",9,4,0,1,0,7.5
"H1",15808,1366,24843,2915,616,148,5911,4197,11573,0.99351939774171,0.789337249814795,0.924737816695916,"FALSE","H1","H",1,4,0,1,0,3.75
"H10",21506,2419,44201,5147,1199,154,11156,5735,19220,0.995889697712857,0.798283038086221,0.920707117217941,"FALSE","H10","H",10,4,0,1,0,7.5
"H11",42208,5142,83250,10380,2272,220,21471,7466,32521,0.997017311584202,0.797792195566621,0.921711841052907,"FALSE","H11","H",11,4,0,1,0,15
"H12",41715,4314,80877,9930,2186,207,20287,7551,32694,0.997124854408416,0.801186761851965,0.920933222935945,"FALSE","H12","H",12,4,0,1,0,15
"H13",38521,4028,72323,9667,1848,142,17914,7228,29842,0.997252194558926,0.798471952014452,0.923161677112232,"FALSE","H13","H",13,4,0,1,0,15
"H15",43435,4983,85837,10782,2416,117,20422,7680,33858,0.997843936145713,0.80314844326211,0.920284446723242,"FALSE","H15","H",15,4,0,1,0,15
"H16",41293,4305,78665,9729,2068,142,22478,7070,29553,0.997191486144489,0.799986464724398,0.917639184638045,"FALSE","H16","H",16,4,0,1,0,15
"H17",33167,3585,59689,8002,1588,154,15969,6374,23577,0.99656444798042,0.793400347460067,0.921787792429999,"FALSE","H17","H",17,4,0,1,0,15
"H18",56321,6436,112737,14391,3310,180,28790,8435,42234,0.997916370460312,0.802055215986633,0.916891386823084,"FALSE","H18","H",18,4,0,1,0,30
"H19",46939,5431,94749,11372,2601,128,25100,8156,39117,0.998210496459797,0.798246286576617,0.920878155053262,"FALSE","H19","H",19,4,0,1,0,30
"H2",11295,1233,21471,2602,600,199,5001,4302,11656,0.991249141222333,0.784746052861405,0.926045876762288,"FALSE","H2","H",2,4,0,1,0,3.75
"H20",49825,4875,91648,11468,2448,104,21924,8083,37730,0.998383249139045,0.806387489847234,0.923270362239501,"FALSE","H20","H",20,4,0,1,0,30
"H21",55272,5551,110985,13212,2954,170,27257,8774,46721,0.997945249245961,0.801716572675731,0.922154722254506,"FALSE","H21","H",21,4,0,1,0,30
"H22",87700,9882,181865,23214,4513,209,43665,10172,69275,0.998397690220368,0.807766149287944,0.924965582827054,"FALSE","H22","H",22,4,0,1,0,30
"H23",73602,8175,146594,17721,3983,210,33974,9341,54579,0.998131149160276,0.804979937191048,0.918448319234812,"FALSE","H23","H",23,4,0,1,0,30
"H3",12455,1218,23492,2697,636,186,5583,4347,12043,0.992028563487479,0.781034625275235,0.923855414883821,"FALSE","H3","H",3,4,0,1,0,3.75
"H4",21249,1969,37321,4479,976,155,9724,5350,17148,0.995043153140283,0.790471191514771,0.923022554803735,"FALSE","H4","H",4,4,0,1,0,7.5
